6125,42.2747,-71.7172,2018,3.9
10029,42.45,-70.9739,2017,2.1
57265,42.300802,-71.047171,2012,1.3
57269,42.781056,-71.092562,2010,1
57270,42.105237,-71.702979,2010,1
57473,41.715804,-70.974448,2011,2
57674,42.151389,-72.498889,2011,2.3
57676,42.4525,-73.2403,2010,1.8
57838,41.680556,-71.030833,2012,2.5
57931,42.190909,-72.682421,2011,3.5
57934,42.06,-71.73,2012,2.5
57941,42.043889,-71.6175,2012,2.3
57942,42.127778,-71.340278,2012,1.6
57989,42.751111,-71.037222,2012,3.5
57990,42.266111,-71.695833,2012,3.5
57992,42.293333,-71.033889,2012,1.3
58032,41.853333,-71.065,2012,2.9
58097,41.669444,-70.531944,2014,4.3
58174,42.264167,-71.98,2013,2.5
58210,42.610833,-72.474167,2012,2
58270,41.798889,-70.743611,2012,4.7
58271,41.662222,-71.0425,2012,1.3
58272,42.286944,-72.701389,2012,2.3
58275,42.219722,-71.878611,2014,5.2
58276,42.170417,-72.200145,2014,6
58279,42.219722,-71.878333,2014,6
58280,42.164722,-71.795,2014,3.9
58282,42.222778,-71.878611,2015,6
58283,41.766389,-70.980833,2015,5.8
58362,41.781944,-70.913333,2013,4.2
58385,42.166389,-71.645556,2013,2.5
58387,42.441944,-71.722222,2013,2.4
58403,42.075,-71.703056,2013,3.8
58410,42.111667,-70.709444,2013,4
58411,42.585,-72.293889,2013,2.4
58412,42.428333,-71.435556,2014,1.2
58423,42.047361,-71.992868,2014,3.4
58534,42.636389,-71.419444,2012,4.5
58561,42.833056,-70.991944,2013,2
58568,42.145278,-72.538333,2014,3.9
58586,42.051111,-70.955833,2013,2.4
58624,42.114444,-73.405278,2011,2
58650,42.278056,-72.053056,2014,3.6
58680,41.751667,-70.966944,2015,3.5
58682,41.676111,-70.996944,2014,7.5
58702,42.576111,-72.61,2012,2
58749,41.7875,-70.723333,2014,1.4
58839,42.363889,-71.385,2013,0.6
58839,42.363889,-71.385,2013,0.4
58839,42.363889,-71.385,2013,0.6
58871,41.823889,-71.041389,2013,3.8
58934,42.599444,-71.941944,2013,0.3
58934,42.599444,-71.941944,2013,3.7
58936,42.117222,-71.265833,2014,2.9
58937,42.586389,-72.030833,2014,2.5
58974,42.459722,-72.610278,2014,2.3
59013,42.1775,-70.740556,2013,3
59014,42.449722,-71.643056,2013,6
59015,42.436944,-71.506111,2013,2.5
59028,42.081944,-72.614444,2012,1.8
59029,41.901667,-71.2425,2013,2.6
59030,42.185556,-72.5825,2013,3.9
59031,42.058889,-72.664167,2013,1.8
59032,42.570556,-71.625,2013,3
59033,42.446111,-72.623611,2013,1.8
59046,42.626667,-71.742778,2014,3.4
59060,42.41,-73.24,2012,1.6
59075,41.745556,-70.103056,2014,1.2
59077,41.686111,-70.006111,2014,1.8
59078,41.696111,-70.091944,2014,4.5
59081,41.659722,-70.395556,2014,4.5
59082,41.693056,-70.145,2014,5.9
59085,41.857222,-70.558333,2014,6
59090,42.089167,-70.897778,2013,2.6
59121,41.751667,-70.970556,2013,2
59128,41.714444,-70.997222,2013,3.2
59131,41.581111,-70.998056,2013,1.3
59134,42.010278,-71.092222,2013,1.9
59135,42.182222,-72.5075,2013,2.6
59136,42.744722,-71.175,2013,1.3
59137,41.96,-70.778611,2013,5.6
59140,42.529167,-71.665278,2014,5.9
59178,42.040556,-71.393611,2013,3.6
59179,42.054167,-71.391667,2013,4.8
59241,42.481389,-71.716944,2013,4
59242,42.59,-70.911944,2014,2.7
59358,42.559173,-71.625875,2014,3.7
59361,42.200833,-72.322222,2014,1.4
59362,42.200833,-72.322222,2014,1.4
59363,42.200833,-72.322222,2014,1.4
59368,42.263333,-71.609167,2014,2.2
59390,42.8475,-70.898333,2012,5.7
59394,42.199167,-71.679167,2013,1.7
59396,42.594167,-71.249444,2014,6
59463,42.791944,-71.1775,2014,2.4
59464,42.124444,-72.3325,2014,3.6
59465,41.655,-70.956389,2014,2
59466,42.659444,-71.991667,2014,2.4
59468,42.470833,-72.045,2013,2.5
59484,42.352085,-72.538853,2014,2.9
59485,42.581389,-71.762222,2014,2.2
59543,42.473333,-71.430556,2013,1.6
59624,42.148333,-72.748056,2015,2
59625,42.150278,-72.552222,2015,2.6
59626,42.158056,-72.595833,2015,2.1
59636,42.1275,-71.996389,2014,4.4
59717,42.297949,-71.436065,2011,0.7
59717,42.297949,-71.436065,2011,0.3
59731,42.521217,-72.067328,2014,4.5
59745,42.606184,-71.177223,2013,3.5
59750,42.177876,-71.454633,2014,2.9
59752,42.225492,-71.662651,2015,1.6
59765,42.4029,-72.1027,2014,2.4
59766,42.362,-72.109,2014,1.9
59767,42.312,-72.949,2014,6
59768,42.444,-71.335,2014,1.7
59775,42.6,-72.2,2013,3.5
59777,42.43177,-71.978189,2015,2.6
59780,41.925352,-70.649029,2014,5.6
59781,42.332831,-71.987633,2014,6
59820,42.553732,-72.299718,2013,3.3
59821,42.109272,-72.170507,2014,4
59822,42.109143,-72.171188,2014,2.2
59839,42.419036,-72.180652,2015,2.6
59866,42.187176,-72.36558,2013,2.5
59873,42.627147,-71.353369,2013,1.5
59927,42.829833,-70.960208,2016,6
59980,41.62996,-70.477852,2014,1.8
60022,42.141319,-71.850758,2014,3.5
60056,42.222824,-72.309507,2015,6
60065,41.806894,-70.725717,2015,6
60067,41.795599,-71.226628,2015,2.4
60073,42.561568,-71.755446,2015,2.5
60074,42.669072,-73.092041,2015,3.5
60075,41.593314,-71.018053,2015,6
60076,42.216634,-72.315526,2016,5
60099,42.624687,-71.182914,2017,2.3
60110,42.276717,-71.259394,2016,3.6
60111,42.387088,-72.713442,2016,3
60116,42.019659,-71.604149,2017,1.3
60274,42.175625,-72.755181,2016,2.6
60278,42.090932,-72.011672,2016,2.6
60391,42.283439,-72.008468,2016,20.1
60423,41.66303,-70.86323,2017,2.4
60424,42.0253,-71.0336,2017,2.2
60442,41.942796,-70.76114,2016,2.7
60443,41.80167,-70.70463,2016,2.7
60458,42.308391,-72.18958,2015,3.4
60473,41.621068,-71.056963,2016,1.8
60476,41.621068,-71.056963,2016,1.6
60492,42.243134,-73.363849,2016,2.8
60493,42.228622,-73.344463,2016,3.3
60494,42.044663,-72.438752,2015,4.3
60498,42.554584,-71.62348,2016,2.6
60612,42.166995,-72.192896,2013,5.6
60613,42.25609,-72.067877,2013,2.5
60614,42.151092,-72.26974,2013,1.2
60615,41.83777,-71.091296,2014,3.6
60621,42.219,-71.791,2017,8.2
60625,41.766987,-70.521172,2017,1.5
60644,42.222798,-72.129525,2016,1.8
60653,42.259548,-72.400429,2015,1.3
60710,42.059104,-71.089157,2014,2.7
60730,41.964116,-70.971931,2015,2.9
60730,41.964116,-70.971931,2015,1.1
60731,42.169641,-71.468223,2015,1.4
60736,42.546281,-71.175281,2015,2.8
60738,41.751347,-71.114536,2013,2.5
60753,42.54171,-71.67636,2017,1.3
60754,42.300745,-71.396228,2017,1.7
60756,42.230095,-71.133341,2016,4
60757,41.802697,-70.549809,2017,0.7
60757,41.802697,-70.549809,2017,1.4
60757,41.802697,-70.549809,2017,1.2
60775,42.56288,-72.589186,2017,6
60799,42.580047,-71.260325,2017,5.9
60815,42.37686,-72.46914,2017,2.3
60815,42.37686,-72.46914,2017,2.3
60816,42.469135,-71.25546,2017,2.2
60851,42.175,-71.986,2016,2.9
60852,42.153,-71.988,2016,2.9
60854,42.109564,-71.266743,2017,4.6
60855,42.582855,-71.246389,2016,3.7
60858,42.076119,-71.422707,2012,2.2
60866,42.789327,-70.880032,2017,2.4
60878,42.102447,-71.697711,2016,1.9
60879,42.562091,-73.287065,2015,1.7
60906,42.2686,-72.603,2017,4.5
60908,42.293717,-72.714011,2017,2.4
60986,42.501949,-71.737786,2016,3.2
61007,41.829117,-70.614839,2017,5.6
61008,41.955897,-70.786125,2017,6.5
61009,41.942522,-70.766403,2017,2.5
61010,41.728936,-70.990453,2018,2.9
61016,42.224044,-71.87065,2017,6.9
61017,42.224044,-71.87065,2018,2.8
61018,42.224044,-71.87065,2017,6.9
61069,42.085278,-71.526667,2017,3
61097,41.768919,-70.786494,2016,5.2
61163,41.757027,-70.653675,2016,1.4
61164,41.757027,-70.653675,2016,1.4
61237,41.809353,-71.192244,2012,2.5
61243,42.237578,-72.037453,2016,6
61244,42.114918,-71.066039,2016,2.5
61245,42.237578,-72.037453,2016,6
61294,42.1,-72.0,2017,2.4
61295,42.3,-72.3,2018,5.1
61296,42.5,-71.8,2018,2
61297,42.1,-71.7,2017,2.5
61298,42.322246,-71.987015,2017,1.3
61299,42.3,-72.7,2017,2.5
61307,42.1,-72.3,2017,3.6
61308,42.1,-72.0,2017,2.6
61315,42.4,-72.0,2017,6
61341,42.225504,-71.662614,2016,3.7
61342,42.162207,-71.864455,2016,16.4
61350,42.544134,-71.598813,2016,3.2
61367,42.13794,-72.5509,2017,1.7
61371,42.253,-71.426,2016,2.8
61373,42.071176,-71.458562,2016,4.1
61399,42.68,-71.83,2017,2.7
61415,42.331362,-71.771135,2016,2.1
61429,41.902312,-70.716128,2018,1.2
61518,42.055179,-72.52178,2017,4.3
61526,42.250771,-71.948876,2018,1.4
61537,42.374553,-71.2825,2016,1.8
61538,42.207264,-70.997778,2014,1
61539,42.262269,-71.5,2016,3
61555,41.679836,-70.495276,2017,5.3
61562,41.610106,-70.598611,2017,4
61590,42.056053,-71.141312,2017,2.6
61591,42.059675,-71.135414,2017,1.6
61596,42.092988,-72.597211,2017,2.6
61597,41.959582,-71.150524,2017,2
61598,42.669744,-71.446484,2017,3.5
61602,42.203921,-72.551031,2017,4.1
61603,42.391306,-72.5325,2016,5.3
61629,42.272516,-72.210291,2017,5.9
61633,42.237583,-71.686069,2017,1
61634,41.801491,-71.144835,2017,3.1
61635,42.24325,-71.672328,2017,2
61636,42.41389,-71.513556,2017,6.7
61726,42.049906,-70.802417,2017,3.3
61727,42.066369,-70.983446,2017,4.4
61730,42.450729,-71.742627,2018,1.4
61731,42.041166,-71.293279,2017,5.9
61732,42.177563,-71.077386,2017,4.8
61755,42.487476,-73.242331,2017,6.8
61769,42.433031,-73.336092,2017,2.8
61770,42.426866,-73.346996,2017,2.8
61771,42.428054,-73.332624,2017,1.4
61774,42.42075,-71.641533,2016,2.8
61814,42.449306,-71.420429,2017,5.5
61815,42.222962,-72.508328,2017,0.6
61815,42.222962,-72.508328,2017,0.6
61815,42.222962,-72.508328,2017,0.6
61815,42.222962,-72.508328,2017,0.6
61815,42.222962,-72.508328,2017,0.6
62055,41.78,-70.75,2018,3.3
62059,42.046767,-72.459123,2019,7
62063,42.64,-72.58,2019,2.8
62064,42.44,-73.11,2019,2.7
62065,42.56,-73.05,2019,2.8
62066,42.2,-72.71,2019,2.8
62072,42.134453,-72.549688,2019,5.6
62073,42.04565,-72.459268,2019,4.8
62082,42.05,-72.75,2019,6.6
62090,42.429126,-72.539889,2018,1.4
62091,42.41,-72.57,2018,4.8
62092,42.5,-72.5,2018,5
62093,42.14,-72.55,2018,1.9
62097,42.164561,-72.446246,2018,2.1
62135,42.20382,-72.32536,2019,4.8
62196,42.351237,-72.556505,2016,2.4
62197,42.059895,-70.981746,2017,2.8
62198,42.146633,-72.004384,2018,2.6
62199,42.630163,-71.798723,2018,2.3
62201,42.0539,-71.9229,2017,2.4
62202,42.425855,-72.768999,2019,6
62203,42.098292,-72.290071,2017,2.6
62226,42.583671,-71.896242,2018,2.1
62264,42.487419,-73.215833,2018,1.4
62265,42.296872,-73.2275,2018,2.3
62266,41.94726,-70.688427,2018,1.4
62324,42.133208,-71.271945,2017,2.4
62363,42.419331,-72.113901,2018,1.3
62368,41.679081,-70.836391,2018,6
62369,41.774864,-70.695934,2018,5.2
62370,41.783733,-70.693242,2018,1.4
62371,41.782854,-70.690717,2018,1.8
62372,41.782181,-70.687728,2018,1.8
