62503,42.689687,-72.085671,2018,2.7
62550,42.192495,-73.407863,2018,2.7
62552,42.103499,-71.597588,2018,2.7
62557,42.586363,-72.563491,2018,6
62559,42.561264,-71.136855,2017,2.2
62579,42.5205,-72.9191,2019,2.7
62581,42.089484,-73.061431,2014,4
62583,42.252046,-73.109957,2018,6
62646,41.777159,-70.965254,2019,2.8
62652,42.606995,-72.045291,2019,7.1
62695,42.3057,-72.71064,2019,5.6
62760,42.203492,-71.53153,2019,2.8
62763,41.905958,-70.810468,2019,2.7
62824,42.544219,-71.585965,2019,2.7
62825,42.177501,-72.727023,2019,4.8
62826,41.930445,-71.06043,2019,2.9
62827,42.018945,-71.058569,2017,4.1
62842,42.551461,-71.510175,2013,5
62870,42.603029,-72.039178,2019,3.3
62890,42.485559,-71.540855,2019,5
62911,42.671105,-72.477491,2018,2.7
62975,42.213074,-72.938863,2019,7.1
63131,42.595,-72.0446,2019,7.3
63214,42.581678,-70.998672,2018,6
63232,42.21694,-72.12208,2016,2
63290,42.3009,-71.3843,2018,2.8
63398,42.837376,-70.938673,2019,4.5
63555,42.143586,-71.972112,2017,1.4
63556,42.219,-71.891,2018,4
63557,42.259,-71.975,2017,1.4
63558,42.572,-72.164,2017,1.4
63561,42.229961,-71.891545,2017,1.4
63562,41.816858,-71.168944,2017,2.9
63563,42.107929,-72.017227,2017,3
63564,42.243,-72.1,2017,1.3
63565,42.258218,-71.975189,2017,1.4
63569,42.071255,-71.998219,2017,1.3
63570,42.07239,-71.997064,2017,1.3
63571,42.070934,-71.999663,2017,1.4
63572,42.241,-72.104,2017,1.2
63573,42.056,-72.045,2017,1.2
63588,42.025,-71.599,2017,2.7
63589,42.028,-71.596,2017,1.4
63659,42.109156,-72.338133,2019,2.8
63672,41.865224,-70.958257,2018,3.3
63690,42.148611,-72.496944,2019,4.7
63697,41.871955,-70.907792,2016,1.5
