1,55.339722,-160.497222
2,33.458665,-87.356823
3,31.006900,-88.010300
4,32.583889,-86.283056
7,34.012800,-85.970800
8,33.644344,-87.196486
9,31.756900,-106.375000
10,32.601700,-87.781100
11,33.784500,-86.052400
12,33.255300,-87.449500
13,32.618900,-86.254800
14,33.425878,-86.337547
15,32.963300,-86.518700
16,32.680394,-85.911442
17,32.806025,-86.444892
18,33.940600,-87.107700
19,32.535436,-85.887614
20,34.172142,-85.753806
21,32.574300,-85.890100
26,33.244211,-86.458056
30,44.050100,-94.417800
34,39.134259,-120.953341
38,32.100881,-87.399767
46,34.704200,-87.118900
47,34.743900,-87.848600
48,34.421272,-86.393931
49,34.806900,-87.381900
50,34.883022,-85.755253
51,32.030556,-93.569167
53,31.403300,-86.479469
54,37.883300,-84.101700
55,31.361146,-86.518307
56,31.488019,-87.910747
59,40.854765,-98.348222
60,40.580872,-98.312437
62,58.317600,-134.101000
63,58.310700,-134.417400
64,58.353600,-134.495300
65,58.326900,-134.463100
66,59.454500,-135.313100
69,59.235931,-135.446228
70,55.615208,-131.356111
71,57.686100,-152.895000
72,34.011350,-118.416800
75,61.222100,-149.866100
77,61.475211,-149.150090
78,58.141500,-133.737000
79,64.847743,-147.735063
84,55.344641,-131.633425
85,55.357397,-131.696960
87,35.415900,-108.082000
88,41.949000,-74.206300
90,64.505331,-165.429814
91,56.811040,-132.957091
92,60.130922,-149.435010
93,57.051600,-135.229700
95,56.460976,-132.379439
96,61.186100,-151.035600
99,47.079722,-122.365000
100,33.466477,-111.781064
104,37.147926,-119.256700
108,37.930800,-100.972500
109,59.042914,-158.468597
112,34.351111,-111.700556
113,34.939400,-110.303300
114,31.364122,-109.553800
115,34.402222,-111.617222
116,33.422500,-111.912200
117,33.441700,-112.158300
118,32.551700,-111.300000
120,32.721400,-114.710600
124,32.252273,-110.992148
126,32.160000,-110.904700
130,33.371506,-80.113235
136,29.733056,-81.632778
141,33.556100,-112.215300
143,33.439375,-111.946052
145,33.590700,-111.344000
147,33.355600,-111.935300
148,33.553600,-111.443100
149,33.671104,-111.161786
150,33.566100,-111.536000
151,37.629360,-120.931390
152,35.197044,-114.570669
153,36.936614,-111.483872
154,36.015510,-114.738006
159,40.493631,-111.312506
160,32.060300,-109.893100
161,37.611461,-120.594678
162,37.621536,-120.746247
164,24.579167,-81.685000
165,36.190278,-95.289400
166,34.442500,-93.026200
167,34.753500,-92.198700
168,34.980600,-90.872200
169,33.359200,-93.464900
170,34.434100,-92.904900
171,34.635997,-92.409602
172,35.705381,-89.968900
173,34.462900,-90.598700
174,34.427200,-92.894100
180,40.451930,-121.862150
182,36.421507,-93.847373
187,34.211913,-93.110963
188,35.520700,-91.995300
192,36.060556,-90.521389
193,36.385800,-90.186700
195,34.148427,-93.715168
196,36.249100,-92.240100
197,34.570984,-93.194425
198,36.363500,-92.576300
199,35.250300,-93.168600
201,35.462382,-93.804926
202,35.260102,-91.363426
203,33.564800,-92.791700
204,40.171900,-88.833900
207,30.430800,-81.550800
210,38.239260,-95.689780
214,39.215979,-120.803550
215,38.071944,-120.539444
217,36.909137,-119.087712
218,36.908907,-119.087556
219,40.007445,-121.249438
220,39.910620,-121.327692
221,40.175656,-121.190663
222,40.085476,-121.148241
223,40.085997,-121.149373
224,39.788877,-121.657383
225,38.771764,-120.813239
226,39.605043,-121.600525
227,40.404645,-122.121904
229,40.570817,-122.020930
231,39.825907,-121.409687
232,39.869265,-121.631819
233,39.298070,-120.844300
235,39.256873,-120.767437
236,39.257388,-120.767046
237,39.216985,-120.835587
238,38.793574,-120.619152
239,38.330985,-120.669901
240,36.927424,-119.020250
241,38.956985,-121.041932
242,40.268712,-121.089479
243,40.929297,-121.544462
244,40.960675,-121.548657
246,40.741500,-124.210300
247,37.733611,-122.389722
248,40.400988,-121.965502
249,40.992295,-121.975182
250,37.092486,-119.552826
253,40.677827,-121.873253
254,36.888166,-119.158777
255,39.698755,-121.570960
258,37.523010,-120.329905
260,36.804837,-121.782241
261,38.147093,-120.446396
262,39.236400,-121.271741
264,38.032103,-120.326537
265,40.990840,-121.498243
266,40.997448,-121.748139
267,40.986361,-121.849440
268,40.986197,-121.977594
269,40.922568,-121.992906
270,40.847462,-121.990798
272,39.722892,-121.469814
274,39.361786,-123.127934
275,39.905210,-121.345226
276,37.203233,-119.497508
277,37.253718,-119.519352
279,38.497914,-120.218110
280,40.395396,-121.879186
281,39.324613,-120.644807
282,39.324592,-120.645375
283,39.337679,-120.635467
284,38.186530,-120.111680
285,38.139048,-120.370325
286,38.777000,-122.745000
287,38.449291,-120.492645
289,36.163076,-118.707104
290,40.459111,-121.867080
